employee_ID,Role,Experience Years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,deadline_pressure_level,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score
f77888ec-9478-4030-9a6d-d94c9f5c8bba,Designer,18,0.2,0,31.3,7.6,Medium,5.7,6.1,0.1,3,6,5.2,8.63
528bfa9b-afd8-45de-869a-e24d7fffaacf,Developer,8,22.2,52.8,18,1.8,Medium,3.2,8.2,4.86,10,6.2,3.6,9.8
0ed621e7-c99f-4049-811e-cac4377bd29e,Manager,9,1.5,3.4,29.6,4.4,Medium,5.8,8.7,0.1,10,6.1,5.3,8.56
01b9591c-9b19-4a93-af43-b0bdea886a07,Developer,13,14.6,37,13,4.7,Medium,1,6.1,0.93,5,6.5,7.4,7.02
72b33d79-2532-4963-83c6-aa6845a0b15d,Writer,3,5.7,9.9,36.1,0.1,Low,13.1,17.6,2.13,4,4.1,8.1,4.21
8fb698ef-9069-4904-b013-b3a4d67b6f4c,Manager,7,10.3,47.6,37.7,7.4,Low,9.3,7.2,1.64,5,5.3,9.8,9.16
bd781c9b-4166-48d8-a39a-31a574dd6452,Manager,9,7.6,20.4,26.4,2,High,16.4,11.5,0.24,3,1,1,10
7e32cb72-5b96-4196-ad74-f5a6f13a7fe6,Manager,1,4.6,18.1,24.9,2.5,High,13.7,12.1,2.39,7,3.7,2.2,10
3a6eb557-9397-4b7b-a4b3-7ef81885ab3a,Developer,7,12,37,15.7,0.2,High,3.1,7,4.37,1,5.8,5.3,10
951b05ed-cd42-4029-a389-bc40d6995d28,Developer,4,24.6,66.9,10,1,High,4.7,4.2,4.21,2,5.4,3.2,10
adc9c4b0-103e-47bc-878c-126f9cfc384c,Developer,11,18.6,52.3,10,1.7,Low,6.9,9.4,4.4,2,5.3,7.1,5.58
114d1b68-867f-43d3-8be5-1d8e53b3d5ff,writer,17,4,14.1,26.1,3.2,Low,4,14.4,1.35,10,7.6,9.3,1.97
887b3d13-4fac-4032-b9c2-8997900597b4,Developer,2,12.5,33,20.3,0.7,High,7.5,11.6,1.11,9,3.5,2.9,10
6be4a253-0be2-4fe7-bcff-8f17c714ab33,Manager,1,0,0.1,23.9,3.6,Medium,14.9,12.4,0.1,3,1.9,4.8,8.93
a0edde56-77ba-45f4-b6a0-7f196f334285,Designer,15,3.1,1.1,27.8,1,High,2.2,2,1.84,2,7.2,4.7,10
d120a76e-d0d0-43bb-87a2-a8fb5b65adf6,Designer,17,16.1,68.6,28.6,2.9,HIGH,12.5,4.8,2.98,9,7.1,2.3,6.75
312d5e8b-9530-4fa6-96d8-12a27b301654,Writer,14,8.3,26.6,24.2,3.3,High,8.3,7.5,0.1,2,5.3,2.8,10
07168f86-52c3-4377-9ab2-0864c5ba77cc,Marketer,4,9.3,19.3,27.6,1.4,Medium,8.5,8.8,3.38,10,3.4,3.1,10
e5204769-6792-4c80-ada6-5bd378d3a3ed,Manager,20,0.9,0.6,38.6,1.5,Medium,22.3,17.7,0.79,7,2.1,1,10
d2d5aafc-74d1-4073-8093-98aede17aeea,Manager,14,9,20.2,23.3,0.8,High,19.4,15.7,2.41,5,1.3,1,10
96a380ed-1dfc-4037-a8fb-6f59ad4f1e12,Writer,15,16.5,38,26.2,0.6,Low,6.7,8.8,0.8,8,4.1,3.6,8.16
98259263-ec17-4c8e-95b2-143ec7d64529,Marketer,2,15.7,35.3,12.8,3.1,High,4.2,6.7,4.33,10,4.9,4.8,10
3488cb17-0e96-45e5-9435-a3371ef8637e,Developer,10,13,36.7,15.8,2,Low,8.7,9.7,1.74,7,5.7,6.6,5.95
7271dffb-c9c3-4f14-bdca-aa10a4ab7e48,Designer,6,8.6,23.7,17.7,0.6,Low,6,11.5,2.98,6,3.6,7.9,4.99
4a411616-7882-4a69-9b0c-968aff3b8bfd,Marketer,11,13.1,28.3,26,3.7,Low,4.1,5,1.65,6,4.4,5.2,6.99
2d97dd3f-bea3-438d-aa9e-9f2a32b04393,Designer,12,4,17.5,20,1.9,Medium,3.7,8.8,0.49,6,6.3,7.6,6.86
022a5139-b6c1-4b00-8c3f-a6168e3de8fc,Analyst,6,7.6,19.6,28.2,1.7,Medium,8.9,8.1,4.55,10,3,3.3,10
09c61bba-a57f-4170-b981-e16de23a6d33,Designer,14,4,10.5,23.1,3.1,Low,1.3,4.3,2.13,5,4.4,8.9,4.25
bcc9999d-0436-45a4-b3ec-84e31c46ad16,Writer,13,18.4,38.5,17.2,1.7,Low,1,7.5,4.46,10,6.1,6.9,5.75
bc5b9b66-7a7e-49f6-bf35-3e724526e87a,Designer,5,2.7,0,26.6,0.2,High,8.5,11.5,2.8,5,4.5,3.6,10
b09a6824-108f-4191-a71e-ee900b21c479,Manager,19,3.2,4.8,23.4,1.8,Low,7,6,0.1,1,4.8,7.6,5.22
98d5b03f-55f3-4f94-a4a1-981102cd2f7b,Designer,10,11.4,29.5,25.8,1.5,High,9.1,8.7,3.96,5,3.1,1.4,10
2accd3db-445b-4bda-9263-d51f538ec3fd,Marketer,16,16.5,39.4,21.6,1.4,Low,4.5,6.3,4.22,3,4.3,5.4,6.86
47f33fb7-c252-4524-aa3b-0949f745a6bd,Analyst,5,7.8,17.8,25.8,0.3,High,5.3,3.8,4.36,9,5.5,3.3,10
dbeb5fa7-5686-4728-8d95-486c54207540,Developer,15,14.4,28.9,16.5,0.3,Medium,1.5,6,4.61,6,5.3,6.4,7.74
f5d29619-23b2-4b48-a77d-94c436f322be,Manager,8,1.3,8.7,28.8,0.2,Medium,14.6,9.2,0.55,3,2.5,3.3,10
557e9504-ef1b-409a-b751-f02dbade25be,Developer,14,17.8,39.5,17.9,5.9,Medium,3.5,10.4,0.1,6,3.2,4.7,9
c9d1f65a-de1f-4c2b-a698-fa5e71d584fa,Writer,19,18.1,41.6,23.3,0.1,Low,7,7.7,0.39,3,2.8,3.9,7.95
74d6610c-350e-49b3-a3d2-33a026c10a80,Designer,18,4.9,16.3,31.9,1,High,2.4,6.7,3.47,7,7.4,3.2,10
e6c40448-5cd2-4f10-a392-7d7fccef7561,Manager,4,9.2,73.7,36.6,1.1,Low,12.5,1.2,0.33,3,1.1,9.9,5.63
ebd41fb2-1b00-4b0a-bb38-2d6f0e69cdeb,Analyst,7,12.1,30.6,30.4,3,High,7.8,8.2,2.21,8,3.5,1,10
835099a3-0675-4b9b-a519-6db935f010cf,Manager,10,6.1,12.5,15.7,2,Low,16.2,11.9,1.38,4,3,6.5,6.03
698a3ff2-a52a-4d2d-8ff6-1baf5f10f9af,Writer,1,14.2,40.2,20,0.2,High,8.3,10.4,5.05,6,4.1,2.4,10
57a8546a-4ae2-4428-b25b-de2ec4fa7699,Analyst,17,11.5,25.7,23.4,0.9,Medium,1.5,4,1.82,4,5.6,5.4,8.48
489a67f3-df83-421c-b792-11120b13b74a,Analyst,15,7.2,60.9,23.2,4.4,Low,14,13.4,1.92,2,7.5,9.7,8.4
5358f298-13ab-40c2-92ac-99b306b1e353,Designer,14,8.6,20.3,25.9,1,High,8.1,6.7,2.79,7,4.2,2.3,10
f67ccfc2-1d0d-4abe-95b0-d7d7e29964ba,Marketer,1,3.4,8.9,29.4,0.6,High,1.9,7.2,3.21,4,5.2,4.3,10
ac4f097c-f7fc-4233-a87f-bbb2fbbeb4c1,Marketer,8,19.9,53.1,10,3.7,Medium,11.4,9.4,0.43,3,2.7,4.2,9.38
e31c52e1-26c0-416c-a9d2-ff558c226e36,designer,9,6,16,33.9,6.5,Low,9.9,19.5,3.46,6,4.7,1.1,2.44
0b16e9f5-f0d4-4b0e-b542-cd532698573b,Marketer,19,9.7,18.8,21.1,0.8,High,6.4,10,1.27,1,3.3,3.7,10
6172788c-4e02-4713-bd7c-a5e819d888b2,Analyst,8,12.5,12.7,34,3.6,,12.1,3.9,4.96,,5.9,1.5,7.83
eea7133c-97af-4730-a5ea-6931573d1d62,Marketer,20,8.8,24.9,17.4,2.4,High,4.8,4.7,2.14,4,2.8,5.2,10
a5e01688-8ec0-48cb-910e-dc75f3bef4ee,Analyst,11,13.1,54.1,30.9,8.7,High,12.9,7.9,1.58,10,5.1,8.4,4.7
ddcac6d6-e4c3-4c43-b0bd-f712173bf918,Marketer,18,1.9,0,28.5,1.8,High,12.4,12,2.66,4,2.9,2.3,10
cb2217c2-d824-4219-9d9c-fd0eda8ea1c6,,17,0.3,51.9,12,3.9,,1.1,8.3,4.45,4,2.8,4.2,8.78
956dd5c4-2f78-40b0-9722-5ba426b6de02,Developer,10,10.9,29.3,20.7,1.1,Low,6.4,4.8,0.33,6,5.2,6.5,6.03
6db55ac4-1399-4773-8314-98f2c0a9e83e,Developer,3,20.4,50.3,11.4,1.7,High,9.4,8.7,2.16,3,4.2,2.7,10
06fdacb4-6c31-4fee-b660-8a7942dfc37c,Marketer,5,15.6,37.9,24,0.3,High,8.2,9.5,4.79,7,5.6,1.1,10
1b080c90-c0cd-43ff-bc4e-903566e4b88b,Marketer,19,5.5,6.5,21.7,1.8,Medium,5.2,11.1,3.36,2,7.3,6.4,7.74
34747126-7ca4-4d75-8fa8-04efe74539c5,Marketer,3,2.9,9.1,15.4,6.4,High,5.8,17.9,2.36,9,6.5,8.8,2.56
2d29c95d-edf8-4d39-b2a6-f0e7c6a48eae,Marketer,11,13.4,32.1,20.5,0.9,Low,3.9,6.2,1.8,2,4.6,6.6,5.97
33f3c4be-e6ef-4e46-b0e8-ab8eb0459dad,Designer,13,7.5,19.8,17.4,1.9,Low,1,7.7,0.1,6,7,9.5,3.8
48fa82eb-9667-45ad-9ef3-1d4b43277221,Marketer,17,6.5,12.4,34.3,3.2,High,3.5,6.7,2.51,2,4.2,1.9,10
76179756-94fb-4703-a889-60aa17e35869,Developer,17,18,42,23.2,2.5,High,7.7,10.7,2.51,2,4.2,1,10
62a15c6e-257f-4469-8b73-e047630ed6af,Manager,18,6.2,13.7,26.3,8.2,Low,10.5,12.3,0.8,7,3.8,5.2,6.98
053c71da-29ef-4a80-93d2-0bb638f9b84a,Developer,19,12.8,26.4,24.8,0.9,Low,5.8,8.5,3.59,9,4.8,5.2,7
140a1c94-50a9-4455-9b4f-eec3b8e4b3b0,Developer,11,12.9,35.3,14.2,7.6,High,2.6,2,0.11,8,6.2,5.6,9.98
c20a4cfa-414b-4f2e-acee-91eb785e0918,Analyst,12,11,30.8,27.9,3.2,Medium,7.5,8.8,0.1,2,4.2,2.9,10
afd8fbee-38c2-4d66-9abb-75699c6b80e7,Writer,3,17.4,39.5,19.7,1.4,High,7.1,8.4,4.75,1,4.8,2,10
eb698adf-b614-4e95-9748-be39bebd993e,Marketer,6,10.3,26.9,17.5,4.9,Medium,1,5.3,0.1,9,5.8,7.3,7.08
521dfb5a-df9b-4f5c-b23d-5cbed2d047b9,Designer,18,5.3,11.5,25.1,3,Medium,1,6.5,0.47,3,6.2,6.6,7.58
8c9ef058-7da5-483f-9e34-571d1af4728e,Developer,1,6.3,14.7,34.9,3.6,Medium,9.7,8.5,0.1,2,3.7,1.8,10
ac42d7f6-6fb1-472d-b69d-9393091cf6e6,Manager,13,7,21.5,25.6,1,High,12.4,14,1.71,7,2.9,1.8,10
078c108e-a35b-465f-bd65-56387739c6b0,,17,23.5,40.2,10.6,0.2,,18.8,6.6,4.5,6,5.2,5,9.94
e1cd16e6-aa2a-4e18-a011-d2e75533a967,Analyst,3,12.8,31.1,23.4,0.4,Low,4.1,6.4,2.68,5,5.2,5.9,6.47
e442f206-a4f2-4d80-9faa-cd164b24b0c0,Marketer,14,13,34.1,24,4.5,High,6.7,7.7,2.46,3,4.2,2.1,10
b75c91c5-91c7-4ffe-9d3c-3760c478e2be,Developer,2,8,17.7,25.1,0.2,Medium,8.6,12.7,2.87,2,2.7,4.1,9.45
cad59865-609f-4ee9-b534-fc08d74cb020,Analyst,5,7.9,19.3,15.3,1,Low,1,3.4,2.58,9,5.2,10,3.45
176e184e-65ba-409a-98dc-c6d237ec8317,Manager,12,2.4,5.3,27.2,4.7,Low,12,10.7,2.05,7,3.1,5.6,6.7
7e13e492-313b-4143-ad7e-8f161b5b4f94,Manager,1,3.6,12,26.4,0.2,High,10.7,9.7,1.78,10,3.2,2.8,10
f2063d28-37c2-446f-b449-e93a465dff37,Developer,8,17.7,13.3,36.7,4.7,High,17.3,10.3,1.2,4,1.3,9.5,1.81
e91c11fc-c6e7-4c9b-bda1-3e18c4a6a2fd,Developer,10,10.1,30,39.6,8.6,Medium,10.1,17.8,2.76,2,6.7,2.2,8.82
dea8f964-ed29-415e-9f7b-3f1b4d8db708,Manager,16,0,1.7,25.3,2.9,High,23.3,15.9,0.77,10,2.5,1,10
e4c0183d-c980-4037-8426-ff9f023f38aa,Marketer,12,4.5,16.8,19.5,0.4,High,4.5,10.4,1.8,10,5.5,5.9,9.76
9603815f-dbf1-4b20-b2ef-3b9e8cddee57,Manager,7,3.4,9.8,29.5,5.7,Medium,8.9,8.7,0.1,3,4.6,4.1,9.46
85e292f7-333b-485b-b984-516fc580aca7,Analyst,2,2.9,9.7,25.6,1.5,Low,6,8.8,1.5,7,3.8,7.4,5.37
475ac4bd-008b-472a-8271-4d24445af92c,Writer,13,16.6,38.6,11.1,1.8,Medium,3.6,4.3,0.47,6,4,6.7,7.53
0830c48e-6081-4eb5-932f-1a0447b16781,Analyst,1,5.6,19.4,26.6,1.1,High,4.2,11.8,4.37,2,5.4,3.9,10
72f93485-34b9-4769-adfc-c55cb6e3dd03,Writer,14,15.7,30.7,28.7,0.5,Medium,15.7,13.1,4.76,10,4.4,8.4,5.09
fe417b43-5e3e-4abf-aa8f-920125f2b0d7,Manager,10,0.1,2.7,26,3,Low,18.5,12.8,0.1,9,1.3,4.8,7.28
eb08371c-ff9c-4028-81c2-333c51523bc5,Marketer,3,13.3,26.5,22.4,5,Low,5,4.4,0.1,5,5.3,5.8,6.54
076c7bad-3fff-45c8-8fc7-08857099decd,Manager,3,7.4,28.9,17.7,1.4,Low,11.4,12.4,2.98,2,4.6,6.9,5.74
141be02c-e315-402a-a788-6c2dc233b866,designer,2,9.1,70.9,15.1,5.1,Medium,15,10.9,4.37,2,6.4,5,7.6
2dbcaadc-3179-4c64-ac23-d12c3ab09131,Manager,16,19.3,15.6,18.6,9.3,Medium,6.8,18.1,4.7,9,1.5,2.8,2.48
6661129a-64f8-4ed1-8ef6-1ba8ad39d68e,Developer,19,20.7,51.8,13.4,0.2,High,8.4,8.5,1.35,3,1.6,2.4,10
c08e9f3c-68e4-4c00-b229-0f17018a0196,Developer,15,22.1,60.8,10,1.7,Medium,4.2,7.4,3.59,7,4.9,5.4,8.48
cd0282e2-2a79-4f9f-a238-8ba6f0c10ef0,Marketer,14,4.4,15.6,29.3,0.9,Low,2.2,9.4,3.23,10,5.1,7,5.65
75953553-a50b-4180-a4b3-e210e30979ca,Analyst,18,9.1,26.9,22.5,3.3,Medium,6.4,10.7,0.39,2,5.4,5,8.78
8a04477c-0380-4e12-9c0e-4c22e0d97f92,Designer,5,1.5,6,30.1,0.9,High,4.3,6.4,1.76,8,4.7,4,10
dc510b3d-5eb5-48fc-b785-266a26cac38d,Manager,14,3.9,6.8,29.1,1.5,Low,15.5,11.1,2.61,4,3.1,3.9,7.96
4f628541-9234-4a6c-93ca-784d56fd5cc0,Developer,8,17.5,45.4,19.2,2.3,High,3.3,8,3.85,3,5.5,3,10
090028ff-72d3-4002-bb8d-70a28454aaed,Marketer,19,7.6,14.5,25.1,1.7,Low,6.5,9.7,1.27,6,5.1,6.2,6.25
b5050ce8-d0de-4873-9d9c-8227a63bdd13,Manager,12,4.7,14.7,26.2,1.3,High,10.4,10.4,2.09,3,5.5,2.7,10
ff43db24-a893-4134-95a7-3387eaeb243f,Designer,9,2.6,7.8,23.4,0.3,Medium,1,6.5,4.51,2,6.7,7.8,6.72
46e051d1-2aab-4968-a23d-ef7e57630b0f,Designer,12,2.2,8.3,23.4,0.2,Medium,6.1,6.9,4.5,2,4.9,6.6,7.6
e9c5c52f-b51c-4469-8ef1-6550360f8a33,Developer,14,15,32.4,20.5,0.3,Low,3,6.1,3.13,5,5.9,6.4,6.11
8ed17213-0618-4ebe-bf48-8ba9510c7c6e,Writer,14,13.9,19.9,18.3,2.2,Medium,3.7,7,1.69,8,5.1,5.5,8.4
a00e3ef7-72ba-4eae-a0ad-83142bd5c017,WRITER,7,5,12.8,25.8,2.8,Low,3.6,9.7,2.95,7,2.5,1.2,2.61
99d7ba12-335d-411d-816d-881779670622,Analyst,11,12.4,29,19.2,2.7,Medium,7.4,6.7,1.79,10,4.1,4.8,8.94
ca5017ce-0a34-444c-b60a-2f7d21b03eab,Developer,1,16,39.9,19.7,2.4,High,6.9,13.1,0.63,10,4.1,2.3,10
29618d73-d3cd-4c5e-91d5-9d838cc8b988,Developer,12,17.1,43.5,13.2,0.9,Medium,8,6.6,4.77,9,5.9,4.9,8.85
214d1801-6564-418f-bdf8-8827b5f8fc1b,Manager,5,4.8,24.1,25.5,8.9,High,18.6,6.7,4.32,6,2.1,9,8.88
32bcf2eb-c7e3-43e3-9801-4b4a64b11411,Analyst,6,9.8,19.2,28.3,2.2,Medium,5,6.5,1.32,9,5.1,3.7,9.74
fb941741-592e-4108-be42-a6cb804a5b5e,Analyst,5,10.1,21.9,19.7,0.3,Medium,3.5,7.4,2.18,5,4.9,6.2,7.9
543e692b-3446-4fd4-a015-2cca654f578a,Designer,12,1.7,0.3,33.4,0,Low,9.6,8,2.9,3,4.5,4.8,7.28
e33fe3bd-4a28-4639-b758-151ee6f535f6,Developer,5,1.9,19.5,37.7,4.3,Low,2.5,13.3,1.32,4,5.3,7.3,4.51
d76d2249-5db6-44bc-be97-d260ee1fdb70,Developer,3,12.6,31.2,21.8,0.4,Medium,5.4,6.2,4.14,9,4.6,4.6,9.09
9b6f7b5f-f216-4f0d-9812-e86e8e4032cb,Marketer,10,1.4,1.1,23.9,0.5,Low,9.4,11.4,3.51,6,4,7.3,5.43
01b10c26-ae77-46e2-8090-5ccd3176951f,Analyst,11,8.4,19.3,26.5,0.7,High,9.4,10.5,0.94,7,1,1.9,10
18752636-f0b4-499c-b6a0-28c379fa71e5,Developer,8,5,7.7,15.5,2.1,Medium,5.3,10.1,1.47,8,6.3,8,6.55
b602a92f-a5da-4e40-bb3a-447bbd8dd5f8,Designer,5,1.6,11.6,32.8,1.8,Medium,3.4,6,1.71,8,6.2,5.1,8.72
332b50ed-c17c-40f1-abda-49fc5013d9f8,Marketer,4,10.4,21.2,27,0.7,Low,6.4,8.2,3.14,6,3.6,5.1,7.08
0f0cf771-1e9c-4fd2-bf83-ace3a5905e6d,Designer,3,17.6,65.7,33.1,9.3,Low,1.5,8.1,2.13,2,4.8,9.8,8.65
6e414009-28d8-4c3e-8786-9870a3e68636,Writer,17,16.4,43.1,20.8,2,Low,5.8,7.5,3.63,3,4.6,5.2,6.98
0794d3b2-71f8-4445-8512-ba388d18d694,Designer,8,5.2,18.4,17.9,2.5,High,3.5,6.1,2.62,3,6.1,6.4,9.4
a68f837e-cd2c-492b-91b8-83311029e557,Manager,16,5.4,13.3,17.6,1.9,Medium,17,15.3,1.4,4,1.8,4.5,9.15
d5c75b46-3f9b-4831-97b3-5d980af1e479,analyst,18,23.2,22.2,22.2,4.3,Low,17.5,11.1,4.29,8,7.6,5.5,7.87
58cfbf24-c74c-4030-806e-7afac7822eec,Designer,14,4.6,16,24.1,2.1,High,1,4.1,1.63,7,5.4,5.6,9.98
306f2d61-c81c-4cf8-829e-f7d40dfc195c,Writer,18,14.7,63.8,34.8,2.8,Medium,9.8,10.5,4.31,1,1.1,5.4,8.55
d04d618e-b353-4cb6-8cfe-c607d9c1d4b8,Developer,16,9.3,24.5,28.4,0.1,High,6.2,9,2.81,9,4.5,2,10
1ed12533-b49b-40a9-b983-c1a0505e2d6f,Analyst,16,4.1,12.3,19.6,2.2,High,1,5.1,3.87,5,5.8,6.8,9.08
1a5cfaf1-f9cd-439c-adee-6db34fd2f866,Marketer,11,7.8,18.9,27.2,0.9,Medium,6.9,8.4,1.17,1,4.8,4,9.51
8480d7eb-487c-4f1a-a9c4-db97a50e17cc,Developer,17,12.6,32.8,23.1,4.7,High,4.7,7.4,1.06,5,5,2.9,10
b9662c4b-7e67-4d5d-84df-8ab9ce0b4164,Analyst,19,7.9,22.9,21,1.5,Low,10.3,9.3,0.44,4,2.3,6.2,6.25
339debe4-f83d-4a16-b37c-923a0047c84c,Manager,18,7.4,21.6,33.1,0.7,High,5.2,8.5,2.89,1,6.8,1.6,10
eff2baef-32dc-4755-bcdb-9bd392cdc5ca,Marketer,11,3.6,27.7,17.7,0.5,MEDIUM,4.4,14,4.58,4,5.8,1.5,4.65
cc4cbe9d-e9d8-45f6-94f0-67985cd3fd75,Designer,6,10.8,52.4,11.1,5.9,Medium,19.6,7.9,0.29,8,5.9,3.4,8.59
349dba4b-9891-40ac-ae62-8595531d4503,Manager,6,2.3,8.4,32.5,1.6,Medium,12.6,10.8,3.3,5,3.1,2.7,10
d5fe2b4a-5755-40d7-8978-9abbe33ba1e0,DEvelOpeR,5,7,38.8,19.7,7.5,high,17.3,1.3,0.07,10,4.3,5.1,6.85
770eba4f-b10f-4fbd-a13f-150ce4b07366,Writer,15,12.2,27.7,22.4,1.4,Medium,6.2,10.1,0.74,9,5.7,4.3,9.3
ec1e6150-32ba-477a-9424-996a5ade4773,Analyst,14,14,46.8,21,1.4,Medium,6.1,7,0.88,8,6.2,4.2,9.37
9f868c78-c665-463f-9804-f3768fa84a9f,Designer,11,4.9,7.2,24.5,1.1,High,2.9,5.9,0.1,10,7.4,4.9,10
1d649a04-74fa-4e22-9e7c-b75e8969c749,Developer,10,16.3,39.3,17.8,0.8,Low,6.6,8.2,1.48,4,4.8,5.8,6.54
5b8f2a6d-c63b-4c86-967f-dbb6b161f00d,Analyst,18,0.6,0,26.8,2.1,Low,2.7,5.8,1.64,7,4.3,8.5,4.56
bb3344bd-8e77-493d-8cd7-9d0091d11ab3,Designer,15,7.4,20.9,24.5,2.3,Medium,3.3,6.7,2.04,3,5.4,5.7,8.26
6bc6fda8-0c39-4652-8ef1-820620ccd6bc,Designer,14,3.9,8.4,32.6,1.9,Low,1.5,5.2,0.1,3,5.7,6.5,6.03
1f492d66-5286-4c9b-9317-499b85c188d1,Designer,2,8.3,22.7,20.7,2.6,High,5.7,7.1,1.94,5,5.4,4.3,10
6674b3fc-1095-4187-a716-f08b0d20e357,Developer,7,20.1,56.8,10,6.6,Medium,7.1,5.6,2.86,3,3.5,5.2,8.63
3ae8a374-5b6f-456f-9c6c-a21cb86fb80d,Analyst,5,8.7,25.4,28.7,2,Low,1,3.9,1.73,4,6,6.4,6.1
6b2ea890-7558-4a06-b980-7918dd9a1592,Developer,18,14.3,43.2,23.3,2.2,Low,5.6,11.6,3.14,7,6.4,5.2,6.99
dc72964c-5821-4fa4-bbca-a665ebc483e9,Analyst,6,13.6,36,22.6,1.5,Medium,1.8,6.9,4.37,10,6.2,5,8.78
e90ab295-a064-4e7f-b0f2-9ae4f3d805c2,Manager,14,1.9,11,25.4,4.9,Low,15.7,14.5,2.35,1,2.5,5.2,6.98
6160bd62-1627-44c5-a885-4d51c61de77d,Marketer,6,16.6,53.1,16.8,2.4,High,4.5,4.5,1.51,5,6.1,3.5,10
2b892874-6ba1-4730-99f4-41e2585ac2c9,Writer,18,10.3,61.5,28.4,3.4,Low,12.5,10.2,1.93,9,6.1,4.9,3.52
899c27bf-ea8d-45ae-9210-63496c3b652e,Writer,11,22.9,77.8,34.6,0.6,Medium,16.7,9.4,4.09,7,4.4,3.1,7.24
17d0ecb7-e351-4416-affc-f826d84ee946,Writer,8,16.6,44.1,25,3.9,High,3.2,4.2,2.69,7,4.8,1.8,10
75d6b214-fda9-412f-b440-f1c979dae661,Developer,12,13.4,33.4,19.1,1.8,Medium,3.9,6.1,2.88,10,4.9,5.4,8.48
94087534-93cd-47b1-b6b1-a551b7ad9000,Developer,9,15,40.4,11.7,0.9,Low,7.7,6.9,2.03,2,5.1,7.4,5.36
2c0df7a0-1513-4225-8c14-1057f42fa118,Writer,20,15.1,36.4,20.3,3.2,Medium,1,4.9,0.1,2,6.2,5.4,8.48
6cfecc90-d60f-448b-8553-b35b63672a78,,16,3.5,69.7,11.6,6.3,,7.1,15.5,1.34,4,3.1,7.5,3.62
5737017c-490e-4ada-a4d5-9010aeb62f9a,Marketer,18,19.7,61.4,31.5,3.6,LOW,7.9,1.1,1.81,6,6.6,2.7,9.78
a08e09e6-fd9e-49ec-ab6b-6efdad6345f8,DESIGNER,14,0.9,18.1,10.1,6,Medium,15.1,11.9,4.86,3,3.7,7.1,4.85
6468cc31-298b-4b05-bd45-09bf2b233228,Manager,3,3.1,15.9,27.3,1,Low,25.6,18,1.1,8,3.6,2,9.36
a6fb68c0-dbb0-4981-a41a-f9c8de27c1e0,Marketer,14,15.2,36.6,15.5,0.5,Medium,3.4,4.6,1.02,1,6.3,6,8.05
89e19c68-b706-4b13-bbf8-255c66208dc4,Designer,14,2.2,9.9,28.9,2.7,Low,2.1,4.8,0.1,9,4.3,7.7,5.14
ac40f00b-c746-4f7c-b4b5-02070e7965de,Developer,2,21.6,75.8,15.7,3.7,high,4,6.9,0.66,3,3.4,8.9,6.25
9b44324c-76a3-423c-a552-f514a5386728,Marketer,9,11.3,30.4,24.3,1,Medium,8.5,9.7,3.35,1,1.8,3.5,9.9
f1ec8a06-416c-4982-9847-902a7ce0623c,Analyst,10,5.3,14.2,38.6,2.3,High,6.3,4.7,1.26,10,3.7,1,10
a890326e-8f5d-4b6e-aabb-6432ccfa50d0,Designer,16,1.1,0,36.2,1.7,Low,3.7,4.7,2.45,4,5.6,5.7,6.61
20b20ab0-2f95-4eb8-b5c8-37a59e2aeb9c,Developer,5,2.4,65.4,20.5,2.5,High,7.2,8.7,4.61,8,1.9,2.5,8.9
c09ee6aa-587d-4837-9dd4-3f6822d39361,,9,22.4,43.8,19.5,0.4,High,11.8,19.4,4.38,1,3,8.3,5.47
b4ea0069-9157-44db-a2c0-353f047ed14f,Marketer,6,12.2,60.7,14,7.7,Medium,13.5,18.1,2.65,7,5.4,2.3,9.41
6e3d2911-f414-45e4-b1bc-7012fe37a4de,Designer,15,2.7,8.1,24.2,2.2,Low,7.7,6.9,0.68,2,4.9,7.4,5.38
3fe0e038-e588-4e4b-84cb-f5d95f669d2b,Developer,9,16.2,49.6,10,0.5,Medium,5.8,6.7,4.87,1,5.7,6.5,7.67
cb5f570e-80e8-45e2-8bc9-74732b4d5c2a,Analyst,4,12.8,30,21.9,1.4,Low,6.1,6,1.97,10,4.6,5.8,6.55
90d68cf7-4a41-4904-b54b-098910c90f42,Marketer,19,13.5,29.7,23.8,0.6,High,5.6,6.7,1.04,7,4.2,2.3,10
a4131201-cb3d-4b0f-825a-774d0aba3799,Developer,16,4.6,8.4,27.7,3.5,Medium,4.7,6.4,0.1,8,4.1,5.2,8.62
b7c364a3-4d80-4b50-b4d6-3a94dd718233,Manager,8,3.1,10.4,30.2,1.8,Medium,17.8,14.9,0.26,4,1.6,1.7,10
421c983f-64ea-47a6-9eb4-d266a6f1e2fa,Developer,6,17.7,48.3,10,2.2,High,5.1,8.5,0.82,1,5.3,4.8,10
82390e04-ce3f-41b6-812c-75f41ae81e25,Developer,13,13.6,35.3,15.8,2.9,High,4.1,3.4,3.62,8,5.8,4.6,10
b9037bc7-8db7-4573-9cfa-0affa650c8a1,Developer,14,15.9,43,10.3,3,Medium,3.4,7.9,0.55,9,4.1,7.1,7.23
9c7c001c-598b-4e73-a57c-925e8af43755,,15,11.3,22.4,37.7,3.5,Medium,15.8,11.9,0.44,,7.2,4.9,1.06
