Employee Id,Role,Experience Years ,Ai Tool Usage Hours Per Week,Tasks Automated Percent,Manual Work Hours Per Week,Learning Time Hours Per Week,Deadline Pressure Level,Meeting Hours Per Week,Collaboration Hours Per Week,Error Rate Percent,Task Complexity Score,Focus Hours Per Day,Work Life Balance Score,Burnout Risk Score,Efficiency Leverage,Deep Work Balance,Learning Zone,Employee Health Personal,Sustainability Rating,Performance Sustainability Index,Burnout Level,Experience range,AI Leverage,Employee Persona,Future Risk,Risk Category Column
37c794b5-84e9-4d92-864b-3bcecd22fb22,Marketer,8,1.7,14.0,11.3,4.50,High,9.5,16.50,4.31,6.00,3.70,3.70,2.10,8.24,-7.50,Stable,Developing,18.06,392.16,Low,4-8,Low AI,Struggler,6.77,Critical
1685f0eb-26e9-4745-a7d3-000c30c3ac09,Writer,2,1.7,44.3,32.4,6.70,Low,15.9,7.50,2.62,2.00,7.20,6.00,1.43,26.06,12.60,Growth,Risky,159.88,"1,822.30",Low,0-4,Low AI,Star Performer,14.79,Critical
95a3779f-e409-43d2-a09c-a0975a837529,Developer,8,13.3,40.0,10.0,5.00,Medium,5.5,3.50,1.02,2.00,5.30,7.30,7.08,3.01,17.50,Stable,Hardworking,7.17,42.48,Moderate,4-8,High AI,Star Performer,4.27,Monitor
373174a3-c03e-4eb5-94de-bf57c974df3f,Analyst,7,10.6,24.8,14.9,2.50,Medium,1.4,7.80,0.10,6.00,6.10,7.80,6.71,2.34,21.30,Stable,Developing,5.45,34.87,Moderate,4-8,Medium AI,Steady Worker,4.26,Monitor
7e95e8d3-cd4c-4ff2-9e55-6878c08cceaa,Developer,12,12.3,53.1,31.1,0.90,Medium,13.4,19.00,4.85,1.00,1.60,1.60,5.36,4.32,-24.40,Risk,Risky,9.52,80.54,Moderate,8-12,High AI,Toxic High Performer,3.60,Monitor
e81d5126-bfc9-442b-b179-f2bef0cd0a40,Manager,16,1.7,9.5,22.6,3.60,Low,23.7,16.90,0.10,9.00,1.00,4.00,7.88,5.59,-35.60,Stable,Hardworking,1.51,70.92,Moderate,12-16,Low AI,Steady Worker,4.07,Monitor
87081ea9-ad2a-4fa3-9dea-76000fadb6a2,Manager,1,0.9,13.0,15.3,4.80,Low,15.1,17.00,2.41,9.00,7.40,5.80,2.37,14.44,4.90,Stable,Developing,17.57,609.47,Low,0-4,Low AI,Steady Worker,9.81,Critical
b0ec2bc2-4a31-46f3-9c9e-dafeb63bb8b7,Manager,4,6.8,12.2,29.8,1.00,High,15.3,13.20,2.93,9.00,1.50,1.00,10.00,1.79,-21.00,Risk,Hardworking,0.86,17.94,High,0-4,Medium AI,Struggler,1.02,Stable
e8337996-ce50-47ba-891f-6f016f4daea3,Analyst,18,9.8,20.8,17.7,5.20,High,11.3,11.00,0.10,9.00,5.00,3.30,10.00,2.12,2.70,Growth,Hardworking,2.06,21.22,,16-20,Medium AI,Struggler,1.84,Stable
8ad2e9b0-fce9-4bcc-b360-8c04c64d9b57,Others,4,12.9,35.2,26.4,6.20,High,18.6,11.60,1.53,9.00,4.90,8.10,5.30,2.73,-5.70,Growth,Developing,10.61,51.48,Moderate,0-4,High AI,Star Performer,4.93,Critical
be669407-111e-4f56-8e8f-0f6d3b39954a,Manager,6,12.3,2.4,23.6,2.50,High,7.7,13.10,1.14,4.00,4.70,8.50,8.09,0.20,2.70,Stable,Hardworking,0.32,2.41,High,4-8,High AI,Struggler,3.20,Monitor
7cfc0c23-d31b-4f49-9fd9-3b203215ac19,Developer,10,19.2,51.1,10.0,1.30,Low,7.0,7.40,0.40,6.00,4.30,7.00,5.67,2.66,7.10,Risk,Efficient,15.26,46.94,Moderate,8-12,High AI,Star Performer,4.46,Monitor
d6787435-47ee-404f-9e7a-3fe4f6e0f411,Manager,10,3.9,12.2,31.3,2.30,High,17.9,11.50,3.45,2.00,1.10,1.00,10.00,3.13,-23.90,Stable,Hardworking,0.80,31.28,High,8-12,Low AI,Struggler,1.55,Stable
38fdecfe-070a-4a81-ba4c-c1e0ff84180e,Developer,15,8.4,17.8,22.2,1.50,High,7.3,9.60,4.37,2.00,5.70,3.50,10.00,2.12,11.60,Risk,Hardworking,1.00,21.19,High,12-16,Medium AI,Struggler,1.90,Stable
6b5933c1-b099-42aa-a4ed-e21b7033ee30,Writer,17,6.4,11.0,23.9,2.00,Low,3.9,4.90,2.38,9.00,5.90,7.50,5.30,1.72,20.70,Stable,Developing,2.98,32.43,Moderate,16-20,Medium AI,Steady Worker,4.35,Monitor
823d58bf-4bf1-4723-ba2b-4903c5151975,Developer,20,22.4,20.7,28.1,2.90,High,8.5,4.80,3.03,9.00,2.40,2.70,7.74,0.92,-1.30,Stable,Hardworking,2.41,11.94,Moderate,16-20,High AI,Struggler,1.86,Stable
0a992b5e-0a4b-428d-9b52-72bda98faa97,Designer,5,0.0,1.3,31.1,2.40,Low,3.8,4.20,0.24,4.00,6.10,7.30,5.44,0.00,22.50,Stable,Developing,0.43,0.00,Moderate,4-8,Low AI,Steady Worker,3.56,Monitor
d7854ec0-b08e-489a-a099-decb56474952,Marketer,6,7.8,19.7,24.7,0.60,High,3.2,6.90,4.68,1.00,3.90,4.10,10.00,2.53,9.40,Risk,Hardworking,1.05,25.26,High,4-8,Medium AI,Struggler,2.24,Stable
82f769d2-358c-4555-8d2a-9b30fa0ef214,Writer,17,22.8,57.7,24.2,2.80,Medium,3.9,18.00,1.73,6.00,6.10,9.00,1.84,2.53,8.60,Stable,Efficient,140.94,137.54,Low,16-20,High AI,Star Performer,6.16,Critical
8049f8a8-ca83-4a90-9e22-f2458c97bd67,Manager,8,2.2,3.2,27.5,0.30,Low,8.9,9.40,2.80,6.00,4.10,6.40,6.12,1.45,2.20,Risk,Developing,0.62,23.77,Moderate,4-8,Low AI,Steady Worker,3.67,Monitor
2096384c-b24e-47ff-9888-202e1082172b,Analyst,1,11.1,31.9,19.7,3.50,Medium,5.2,6.10,2.53,10.00,4.70,5.50,8.41,2.87,12.20,Stable,Hardworking,3.37,34.17,High,0-4,Medium AI,Struggler,3.28,Monitor
ceb7b8e1-1a87-45e8-b9ad-106f8ab0cd9a,Designer,9,3.2,10.1,24.3,1.10,Medium,1.0,5.80,1.18,10.00,5.00,7.40,7.01,3.16,18.20,Risk,Hardworking,1.81,45.02,Moderate,8-12,Low AI,Steady Worker,4.38,Monitor
28d05696-5641-4c91-94ce-e9cd860e04ae,Developer,11,14.4,27.9,17.4,0.70,Medium,6.6,7.70,3.36,9.00,5.00,4.90,8.85,1.94,10.70,Risk,Hardworking,2.37,21.89,High,8-12,High AI,Struggler,2.59,Stable
8576c29a-26f3-447d-80cb-3df10b0e1261,Designer,5,8.9,24.0,18.6,0.90,High,5.5,8.40,0.95,4.00,4.70,4.80,10.00,2.70,9.60,Risk,Hardworking,2.17,26.97,High,4-8,Medium AI,Struggler,2.52,Stable
297a876a-24a3-4b48-842f-c6685562a425,Manager,13,0.9,4.2,31.4,0.40,Medium,15.9,13.20,3.63,1.00,2.30,2.50,10.00,4.67,-17.60,Risk,Hardworking,0.27,46.67,High,12-16,Low AI,Struggler,2.62,Stable
05859d10-c1e1-48a7-9e48-a2152d20e6d6,Developer,11,15.9,43.8,19.1,3.60,High,3.2,7.20,0.10,3.00,3.80,3.40,10.00,2.75,8.60,Stable,Efficient,4.34,27.55,High,8-12,High AI,Toxic High Performer,2.12,Stable
5afdbcf0-73e1-40e3-a162-fd6b9237f706,Writer,12,22.3,49.3,12.1,4.00,High,10.0,12.50,1.03,7.00,3.80,1.90,10.00,2.21,-3.50,Stable,Efficient,4.42,22.11,High,8-12,High AI,Toxic High Performer,1.45,Stable
4f869e85-c4f9-4ada-932d-87ff15b49e29,Analyst,16,8.9,23.8,14.8,2.10,Low,6.2,12.80,1.10,1.00,4.10,8.50,4.54,2.67,1.50,Stable,Developing,10.28,58.90,Low,12-16,Medium AI,Steady Worker,5.26,Critical
adbe81cc-b619-49d4-8b96-f06cc8cdd650,Analyst,3,4.2,10.7,29.3,0.90,Low,9.4,8.40,0.87,6.00,3.70,5.30,6.92,2.55,0.70,Risk,Developing,2.04,36.82,Moderate,0-4,Low AI,Steady Worker,3.53,Monitor
e0591430-d026-41ef-a4d5-f90f6713bb2b,Designer,15,0.0,2.1,28.2,0.80,Medium,2.8,7.20,3.20,1.00,4.60,6.80,7.46,0.00,13.00,Risk,Hardworking,0.26,0.00,Moderate,12-16,Low AI,Struggler,2.80,Stable
f6ee889c-8dec-405a-8f63-271bda1eab30,Manager,4,7.7,32.9,38.0,9.60,Medium,2.0,2.30,2.78,1.00,1.40,4.80,2.43,4.27,2.70,Overload,Developing,40.23,175.83,Low,0-4,Medium AI,Steady Worker,5.42,Critical
77fe9dbe-cae7-43a5-997f-3e42b4ddc280,Marketer,12,8.9,19.5,20.1,2.10,High,1.0,6.20,0.96,6.00,4.80,5.50,10.00,2.19,16.80,Stable,Hardworking,1.76,21.91,High,8-12,Medium AI,Struggler,2.53,Stable
f40dc337-6254-4d75-82ff-a02dd1f696ec,Writer,17,13.0,26.1,22.7,0.40,Low,3.5,9.30,2.65,4.00,4.70,6.20,6.25,2.01,10.70,Risk,Developing,4.91,32.12,Moderate,16-20,High AI,Steady Worker,3.79,Monitor
8ec2a626-8bce-48ce-adf2-2c002f5c364b,Designer,6,20.9,10.1,33.7,3.10,High,3.2,6.90,1.55,1.00,6.90,9.40,3.83,0.48,24.40,Stable,Developing,5.82,12.62,Low,4-8,High AI,Steady Worker,4.86,Critical
a824826a-a7ed-480b-a78a-36fe2b1c3642,Marketer,6,11.0,23.1,23.9,1.00,Medium,3.8,7.20,3.21,3.00,4.90,4.80,8.92,2.10,13.50,Risk,Hardworking,1.97,23.54,High,4-8,Medium AI,Struggler,2.60,Stable
4af4d331-538b-4345-84b4-8da18e4fc07b,Analyst,8,14.5,39.4,14.9,2.00,Low,6.8,5.90,1.18,10.00,5.20,7.00,5.67,2.72,13.30,Stable,Developing,10.81,47.92,Moderate,4-8,High AI,Star Performer,4.49,Monitor
12f3d996-1a35-431c-9614-7220b1daf610,Manager,6,7.7,16.8,21.9,1.10,High,11.9,9.70,2.97,7.00,3.10,2.60,10.00,2.18,-6.10,Risk,Hardworking,1.18,21.82,High,4-8,Medium AI,Struggler,1.65,Stable
294b983b-193a-4260-a077-385efcfd12a0,Manager,10,4.1,10.9,33.1,0.70,High,16.6,11.50,2.64,7.00,1.00,1.00,10.00,2.66,-23.10,Risk,Hardworking,0.80,26.59,High,8-12,Low AI,Struggler,1.36,Stable
835067b4-f295-4346-85e0-390cbb929ec5,Marketer,6,13.0,24.5,20.3,3.30,Low,2.9,6.70,0.10,10.00,6.30,7.00,5.67,1.88,21.90,Stable,Developing,7.54,33.24,Moderate,4-8,High AI,Steady Worker,4.15,Monitor
f6fa7591-54a9-41da-a15c-efa53d55be8a,Analyst,19,6.3,15.0,22.8,2.80,Medium,4.4,11.00,1.05,1.00,5.90,6.10,7.96,2.38,14.10,Stable,Hardworking,2.12,29.91,Moderate,16-20,Medium AI,Steady Worker,3.39,Monitor
f39776cf-10cc-4718-904b-40d088f20969,Marketer,15,9.0,26.1,16.5,1.60,High,6.3,9.20,3.33,6.00,4.90,5.10,10.00,2.90,9.00,Risk,Hardworking,1.74,29.00,High,12-16,Medium AI,Struggler,2.69,Stable
18ce18af-ff03-459c-bd48-2bbea69a4ce7,Manager,3,3.4,11.6,16.4,1.80,Medium,18.5,15.90,2.35,5.00,1.30,4.90,8.85,3.41,-27.90,Risk,Hardworking,1.13,38.55,High,0-4,Low AI,Struggler,3.18,Monitor
9813e2e9-98a1-411a-a479-99c50e77e687,Manager,1,6.1,16.4,31.7,0.50,High,12.5,9.90,2.48,4.00,3.60,1.00,10.00,2.69,-4.40,Risk,Hardworking,1.23,26.89,High,0-4,Medium AI,Struggler,1.38,Stable
74408e08-e521-4d34-b0a6-290205488dfa,Developer,3,14.0,16.1,23.9,8.00,Low,8.2,14.60,0.98,7.00,7.40,4.70,3.77,1.15,14.20,Growth,Developing,10.22,30.50,Low,0-4,High AI,Steady Worker,3.74,Monitor
247fcdf9-66de-4e01-9af8-6de9061139b7,Designer,9,19.9,48.6,13.3,1.50,Medium,12.7,16.50,0.26,5.00,6.70,4.90,1.24,2.44,4.30,Risk,Efficient,307.86,196.95,Low,8-12,High AI,Star Performer,5.07,Critical
2842f4b5-0c87-4ddf-91b8-4fc796e29903,Manager,12,5.8,15.5,25.5,2.10,Medium,15.7,14.70,3.76,2.00,3.40,2.80,10.00,2.67,-13.40,Stable,Hardworking,0.97,26.72,High,8-12,Medium AI,Struggler,1.91,Stable
25e4689f-0686-4642-86fa-37384b217ff0,Manager,6,7.2,19.5,23.8,4.50,Low,6.0,13.20,0.28,2.00,5.20,6.80,5.82,2.71,6.80,Stable,Developing,5.60,46.53,Moderate,4-8,Medium AI,Steady Worker,4.38,Monitor
c7bad945-a63d-405b-aa80-d3842e1fb1e5,Analyst,15,6.7,13.9,24.3,0.90,Low,7.5,9.00,4.05,2.00,3.60,6.40,6.11,2.07,1.50,Risk,Developing,2.22,33.95,Moderate,12-16,Medium AI,Struggler,3.92,Monitor
b5b55d2c-8724-4b10-bab7-973614f5f38a,Marketer,1,2.4,0.0,22.6,3.70,Medium,1.0,4.50,0.90,9.00,6.50,8.00,6.56,0.00,27.00,Stable,Developing,0.00,0.00,Moderate,0-4,Low AI,Steady Worker,3.43,Monitor
db5dcb8d-971e-4cdb-8ce0-f16716e46227,Analyst,12,5.3,12.1,26.5,0.70,Medium,1.1,4.60,1.17,10.00,4.70,6.30,7.82,2.28,17.80,Risk,Hardworking,1.75,29.19,Moderate,8-12,Medium AI,Steady Worker,3.46,Monitor
b5019df1-c1f2-4c79-8c16-04a5d0957c7d,Analyst,12,11.4,28.0,22.2,2.60,Medium,1.8,4.80,3.08,3.00,7.50,5.60,8.32,2.46,30.90,Stable,Hardworking,2.80,29.52,High,8-12,Medium AI,Struggler,3.17,Monitor
e8da67ac-f252-4a00-afc4-c97ba951ebce,Manager,5,5.2,16.5,26.5,3.30,Low,20.8,11.10,3.05,4.00,1.80,2.90,8.70,3.17,-22.90,Stable,Hardworking,1.52,36.47,High,4-8,Medium AI,Struggler,2.53,Stable
c6f4c5d4-85c9-48cd-ba41-3d99103dccbb,Analyst,9,4.4,10.1,20.6,2.70,Low,1.2,10.40,2.36,8.00,4.20,9.40,3.87,2.30,9.40,Stable,Developing,5.15,59.31,Low,8-12,Low AI,Steady Worker,5.58,Critical
a1034f6a-09aa-4c07-9dce-3ecb12a1f973,Designer,1,8.4,77.6,25.1,4.40,High,11.4,4.40,3.67,2.00,3.50,7.70,9.80,9.24,1.70,Stable,Risky,5.11,94.27,High,0-4,Medium AI,Toxic High Performer,6.07,Critical
2e18e9d1-9394-427a-a1cf-17bf158df0e0,Designer,15,2.8,2.8,30.4,2.70,Low,4.4,8.20,2.06,3.00,5.20,6.60,5.96,1.00,13.40,Stable,Developing,0.63,16.78,Moderate,12-16,Low AI,Steady Worker,3.59,Monitor
26be43db-6f98-45fc-8528-22c56be9cf37,Analyst,5,14.0,37.4,19.1,0.10,Medium,2.5,8.80,1.11,6.00,5.90,5.60,8.34,2.67,18.20,Risk,Hardworking,4.78,32.03,High,4-8,High AI,Toxic High Performer,3.25,Monitor
3b2d3070-fd48-4d87-a8c9-21169f376340,Manager,6,3.7,5.4,31.2,0.90,Low,23.6,18.00,0.68,6.00,1.70,1.40,9.81,1.46,-33.10,Risk,Hardworking,0.52,14.88,High,4-8,Low AI,Struggler,1.06,Stable
ceb1659a-3d5f-4dd7-9a8e-eea1cc7b0826,Designer,6,9.0,20.3,20.4,0.40,Low,5.2,7.90,0.46,2.00,6.30,7.40,5.38,2.26,18.40,Risk,Developing,6.69,41.92,Moderate,4-8,Medium AI,Steady Worker,4.51,Monitor
3552057d-6f64-4ebe-8168-386fd1f0db0c,Analyst,9,10.5,28.8,24.3,1.40,Medium,7.7,11.20,0.31,7.00,4.40,3.90,9.60,2.74,3.10,Risk,Hardworking,3.03,28.57,High,8-12,Medium AI,Struggler,2.39,Stable
0a91f075-3105-45c0-adb3-e4ce684228f2,Manager,8,4.3,18.2,25.1,2.30,Low,21.9,15.30,0.76,4.00,1.40,3.20,8.48,4.23,-30.20,Stable,Hardworking,2.34,49.91,High,4-8,Low AI,Struggler,3.11,Monitor
38b8a2ac-015e-4e5a-afb7-9d0b93805ffd,Writer,15,12.1,68.4,13.3,4.40,Low,15.1,18.80,0.43,5.00,4.70,6.50,8.09,5.65,-10.40,Stable,Efficient,10.00,69.88,High,12-16,High AI,Toxic High Performer,4.78,Monitor
075628bd-ec2b-4632-9384-2c54e5b016ae,Developer,11,13.9,78.3,27.1,2.80,Medium,16.7,6.20,1.24,2.00,5.10,7.70,4.79,5.63,2.60,Stable,Efficient,29.89,117.60,Low,8-12,High AI,Star Performer,6.13,Critical
44412198-c970-45ab-82e2-4b2575c33fc8,Designer,10,5.8,23.7,25.8,3.00,High,4.6,7.70,2.61,10.00,5.10,3.90,10.00,4.09,13.20,Stable,Hardworking,1.75,40.86,High,8-12,Medium AI,Struggler,2.80,Stable
3909e0de-aa41-4418-9661-f651e38fe11c,Designer,17,7.5,6.7,22.4,1.70,High,16.8,17.90,2.02,7.00,3.60,4.50,3.27,0.89,-16.70,Risk,Developing,5.00,27.32,Low,16-20,Medium AI,Steady Worker,3.73,Monitor
b5f9e5bb-da28-4f09-a67a-31c93118f377,Analyst,16,13.6,44.0,12.6,2.80,High,4.7,4.40,0.10,3.00,5.70,5.30,10.00,3.24,19.40,Stable,Efficient,4.36,32.35,High,12-16,High AI,Toxic High Performer,2.88,Stable
1ace64b1-6984-4405-939d-ee867d7beda7,Writer,15,8.6,25.2,14.0,8.80,High,6.8,8.20,4.01,6.00,6.70,9.40,3.65,2.93,18.50,Growth,Developing,11.33,80.28,Low,12-16,Medium AI,Struggler,5.90,Critical
065670df-47ae-4203-b294-a107ddffd8aa,Developer,15,15.8,34.4,20.3,1.20,High,1.0,6.60,0.10,1.00,5.50,3.70,10.00,2.18,19.90,Risk,Hardworking,3.41,21.77,High,12-16,High AI,Struggler,1.98,Stable
cc5557d5-edd4-4c20-8e93-4b3eee5a850e,Developer,4,6.6,6.3,24.2,1.00,Low,5.1,9.20,4.43,5.00,5.30,7.00,5.65,0.95,12.20,Risk,Developing,1.10,16.89,Moderate,0-4,Medium AI,Struggler,3.79,Monitor
c704a235-dfd6-494f-9aad-58e1107816c4,Developer,16,16.4,33.2,22.2,1.40,Low,5.4,6.30,0.10,5.00,6.20,5.00,7.14,2.02,19.30,Risk,Hardworking,6.45,28.35,Moderate,12-16,High AI,Steady Worker,3.17,Monitor
6cb24588-16d1-4e0c-ba92-721d72f63e9b,Designer,18,7.6,12.2,25.5,4.00,Low,6.9,7.70,2.18,8.00,5.90,6.00,6.40,1.61,14.90,Stable,Developing,2.33,25.08,Moderate,16-20,Medium AI,Steady Worker,3.52,Monitor
d06cf5b4-0653-486b-8454-c0bb094fab13,Analyst,7,4.4,17.0,24.8,1.50,High,3.6,7.40,0.89,9.00,5.50,4.80,10.00,3.86,16.50,Risk,Hardworking,1.55,38.64,High,4-8,Low AI,Struggler,2.99,Stable
7b8a6ed8-6619-4213-b232-010b28c06426,Writer,4,19.8,48.4,18.7,4.90,High,4.3,3.60,1.50,1.00,5.10,2.30,10.00,2.44,17.60,Stable,Efficient,4.11,24.44,High,0-4,High AI,Toxic High Performer,1.67,Stable
d8dbf690-5468-4849-ad91-57dce12ba8f4,Developer,10,9.8,17.5,27.3,0.10,Low,2.0,6.40,2.05,4.00,5.40,6.20,6.25,1.79,18.60,Risk,Developing,3.56,28.57,Moderate,8-12,Medium AI,Steady Worker,3.70,Monitor
4825fc08-c136-46fa-9768-721535e2b5f6,Analyst,19,14.8,29.3,10.4,2.50,High,18.8,12.70,4.59,8.00,1.50,9.20,1.66,1.98,-24.00,Stable,Developing,57.52,119.26,Low,16-20,High AI,Struggler,6.05,Critical
17537ca0-5bd7-4d3f-8831-240d0fdae95d,Manager,20,23.7,33.9,18.7,9.10,High,7.1,14.00,1.75,5.00,5.10,2.50,4.00,1.43,4.40,Overload,Developing,17.48,35.76,Low,16-20,High AI,Steady Worker,3.12,Monitor
259898cb-104c-418f-af0b-d27c70a11277,Analyst,17,14.3,34.7,24.4,2.10,Medium,10.1,6.90,0.10,7.00,2.70,2.30,10.00,2.43,-3.50,Stable,Hardworking,3.44,24.27,High,16-20,High AI,Struggler,1.66,Stable
342bc75a-05bb-4b51-a57e-4d052171b600,Marketer,14,12.7,34.3,22.8,1.40,High,8.3,9.60,1.05,6.00,2.10,2.10,10.00,2.70,-7.40,Risk,Hardworking,3.07,27.01,High,12-16,High AI,Struggler,1.71,Stable
ec3fa051-0feb-49b7-8614-ca2c136be2bf,Designer,7,16.0,42.8,16.7,2.50,Medium,15.5,1.20,2.83,6.00,4.20,5.40,2.94,2.68,4.30,Stable,Risky,35.50,90.99,Low,4-8,High AI,Star Performer,4.81,Critical
1193c91c-4e46-4fc9-ab1f-1493cbdadbe8,Developer,8,12.8,31.2,15.8,1.80,High,7.1,8.70,2.17,8.00,4.20,4.10,10.00,2.44,5.20,Risk,Hardworking,2.44,24.38,High,4-8,High AI,Struggler,2.21,Stable
03d664fe-931c-433d-93bd-a7909e3c854a,Developer,11,18.1,51.1,21.0,2.00,Medium,1.0,5.40,0.40,7.00,5.40,4.50,9.16,2.82,20.60,Stable,Efficient,5.85,30.82,High,8-12,High AI,Toxic High Performer,2.73,Stable
13fdcd91-59cd-4bdd-83e3-68cf784d90e1,Designer,10,8.6,31.9,12.9,0.90,Medium,2.3,8.20,4.92,2.00,6.20,8.60,6.13,3.71,20.50,Risk,Developing,4.31,60.51,Moderate,8-12,Medium AI,Struggler,5.22,Critical
036d06d5-27af-4181-80fd-ba131e215daa,Manager,3,4.7,4.9,40.4,0.80,Medium,10.9,13.00,4.06,10.00,3.10,1.00,10.00,1.04,-8.40,Risk,Hardworking,0.29,10.43,High,0-4,Low AI,Struggler,0.72,Stable
795d3b6e-6233-45ef-b88e-b21110225c15,Designer,14,4.7,10.0,33.7,2.70,Medium,3.3,6.50,0.10,10.00,3.20,4.10,9.45,2.13,6.20,Stable,Hardworking,1.11,22.51,High,12-16,Low AI,Struggler,2.25,Stable
534d6819-456e-47f0-9b02-36dff732c184,Developer,6,17.7,34.3,14.1,1.40,Medium,8.0,8.00,5.18,8.00,3.60,4.60,9.09,1.94,2.00,Risk,Hardworking,2.00,21.32,High,4-8,High AI,Struggler,2.43,Stable
de826d98-0107-4ca8-9993-5ffbffef5be1,Designer,14,0.4,0.5,23.7,1.10,High,5.3,11.30,1.10,6.00,4.80,5.60,9.96,1.25,7.40,Risk,Hardworking,0.04,12.55,High,12-16,Low AI,Struggler,2.19,Stable
2fab2b24-648b-4cfe-ba8a-d3b879b1b595,Designer,12,4.9,25.4,15.0,2.00,Low,6.0,10.10,0.10,4.00,5.50,9.50,3.80,5.18,11.40,Stable,Developing,17.41,136.41,Low,8-12,Low AI,Steady Worker,6.78,Critical
6509fdb1-7c5d-48d2-a842-0edee7afc6ca,Marketer,13,10.9,30.3,29.3,0.50,High,6.9,4.40,3.83,10.00,4.80,1.20,10.00,2.78,12.70,Risk,Hardworking,1.87,27.80,High,12-16,Medium AI,Struggler,1.47,Stable
d31fa9da-90e3-4d12-9f86-a4a7342cb6ad,Writer,20,11.2,9.9,29.1,1.50,Low,14.8,7.40,2.25,10.00,2.70,3.80,8.59,0.88,-8.70,Risk,Hardworking,1.04,10.29,High,16-20,Medium AI,Struggler,1.92,Stable
9df8648a-5f8b-4ebd-a521-2bbb40a2ceea,Analyst,9,3.9,22.3,33.0,5.20,Medium,17.9,15.30,1.91,1.00,6.80,6.80,1.86,5.72,0.80,Growth,Developing,52.15,307.42,Low,8-12,Low AI,Steady Worker,6.77,Critical
9f138ca8-1d0c-4ec5-bba9-08205bad5778,Analyst,16,21.3,19.2,20.9,6.70,High,1.1,7.30,3.45,8.00,2.80,8.50,1.62,0.90,5.60,Growth,Developing,47.92,55.64,Low,12-16,High AI,Struggler,5.42,Critical
f38dc154-fe87-4625-8879-f4dc4d3f8b27,Others,5,13.2,39.3,36.3,6.60,Low,18.2,5.40,3.57,2.00,2.10,4.60,9.42,2.98,-13.10,Growth,Hardworking,2.85,31.61,High,4-8,High AI,Toxic High Performer,2.74,Stable
ed483906-6649-4984-9382-9d2daf635652,Analyst,1,2.5,1.4,29.0,2.90,High,6.5,4.70,0.88,3.00,4.50,3.50,10.00,0.56,11.30,Stable,Hardworking,0.13,5.60,High,0-4,Low AI,Struggler,1.27,Stable
1a3acc57-795b-402c-a41b-fd9b909941ca,Manager,15,3.1,17.2,29.1,7.20,Medium,12.9,14.70,1.07,7.00,3.90,2.10,9.61,5.55,-8.10,Growth,Hardworking,1.66,57.74,High,12-16,Low AI,Struggler,2.97,Stable
7f631aa2-39f9-44bc-a501-dc53da6f3b77,Designer,12,4.0,13.3,26.6,1.70,Low,7.4,5.60,0.93,4.00,5.10,6.50,6.03,3.33,12.50,Risk,Developing,3.32,55.14,Moderate,8-12,Low AI,Steady Worker,4.47,Monitor
24dc74de-b8b4-417f-868b-3bc21cc45713,Developer,11,17.0,39.7,25.8,4.90,Medium,4.1,4.70,0.92,8.00,4.40,2.80,10.00,2.34,13.20,Stable,Hardworking,3.60,23.35,High,8-12,High AI,Toxic High Performer,1.77,Stable
12828f3b-995b-42de-952d-e9dab81f9c5f,Manager,9,4.7,15.0,23.4,2.50,Low,17.5,13.90,3.74,5.00,1.00,4.60,7.44,3.19,-26.40,Stable,Hardworking,1.70,42.90,Moderate,8-12,Low AI,Struggler,3.42,Monitor
a062a519-674e-479a-8e3a-db412eb2e631,Developer,1,2.1,0.5,36.5,0.30,High,3.8,4.80,4.29,10.00,5.90,2.40,10.00,0.24,20.90,Risk,Hardworking,0.03,2.38,High,0-4,Low AI,Struggler,0.82,Stable
7d25ab07-1fa4-40d6-a94a-29003bfa325b,Marketer,20,3.5,8.0,22.3,1.20,High,12.1,7.20,1.60,9.00,4.50,3.50,10.00,2.29,3.20,Risk,Hardworking,0.67,22.86,High,16-20,Low AI,Struggler,1.96,Stable
bfd1d2c0-45bf-4537-bbc8-53ee658c0316,Developer,12,18.4,43.3,24.2,1.90,Medium,4.2,5.40,4.67,5.00,4.20,2.80,10.00,2.35,11.40,Risk,Risky,2.31,23.53,High,8-12,High AI,Toxic High Performer,1.78,Stable
d2047e9d-e175-4f30-ab08-150cd794cbfd,Manager,12,6.4,20.5,26.8,1.00,High,18.5,13.40,1.84,6.00,2.00,1.00,10.00,3.20,-21.90,Risk,Hardworking,1.67,32.03,High,8-12,Medium AI,Struggler,1.58,Stable
6e7b9da5-35eb-457d-be61-9fcee804f3fe,Writer,3,16.6,50.5,17.2,2.20,Medium,11.5,7.90,0.48,9.00,4.60,3.20,10.00,3.04,3.60,Stable,Efficient,4.81,30.42,High,0-4,High AI,Toxic High Performer,2.18,Stable
22651a48-30e6-40be-ba52-913b8eb02e3c,Marketer,7,8.8,22.3,24.7,1.00,Medium,3.7,8.10,3.52,3.00,6.00,5.20,8.63,2.53,18.20,Risk,Hardworking,1.94,29.36,High,4-8,Medium AI,Struggler,2.98,Stable
682a27be-9a67-4787-bfd2-7902e519b324,Marketer,9,19.7,5.6,27.0,8.20,Low,15.6,13.00,2.75,10.00,2.50,9.90,5.30,0.28,-16.10,Growth,Developing,1.45,5.36,Moderate,8-12,High AI,Steady Worker,4.49,Monitor
b92b4a72-dae6-4b85-9eb9-179472683248,Marketer,16,4.6,1.6,19.8,3.20,Medium,1.0,6.80,0.10,10.00,5.60,8.20,6.42,0.35,20.20,Stable,Developing,0.38,5.42,Moderate,12-16,Low AI,Steady Worker,3.67,Monitor
